Date and Time,End Time,Duration (min),Activity,Quantity,Extra data,Text,Notes,Caregiver
9/7/2020 18:41,9/7/2020 19:21,22,Nursing,,,"Baby B nursed (6m left, 16m right)",,Mom
9/7/2020 16:34,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/7/2020 16:16,9/7/2020 16:40,19,Nursing,,,"Baby B nursed (11m right, 7m left)",,Mom
9/7/2020 15:57,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/7/2020 15:29,,,Bottle,0.5,Milk,Baby B drank 0.5 oz of milk,,Dad
9/7/2020 14:28,,,Bottle,1.5,Milk,Baby B drank 1.5 oz of milk,,Dad
9/7/2020 10:12,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
9/7/2020 9:42,9/7/2020 10:12,23,Nursing,,,"Baby B nursed (13m left, 9m right)",,Mom
9/7/2020 7:11,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/7/2020 6:52,9/7/2020 7:20,20,Nursing,,,"Baby B nursed (10m right, 10m left)",,Mom
9/7/2020 5:50,9/7/2020 6:02,12,Nursing,,,Baby B nursed (12m left),,Mom
9/7/2020 3:24,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/7/2020 3:03,9/7/2020 3:30,20,Nursing,,,"Baby B nursed (12m right, 8m left)",,Mom
9/6/2020 23:44,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/6/2020 23:18,9/6/2020 23:50,18,Nursing,,,"Baby B nursed (12m left, 6m right)",,Mom
9/6/2020 19:38,9/6/2020 20:13,31,Nursing,,,"Baby B nursed (15m right, 15m left)",,Mom
9/6/2020 18:26,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/6/2020 17:55,9/6/2020 18:33,22,Nursing,,,"Baby B nursed (14m left, 8m right)",,Mom
9/6/2020 15:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/6/2020 15:25,9/6/2020 16:01,32,Nursing,,,"Baby B nursed (21m right, 11m left)",,Mom
9/6/2020 14:26,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/6/2020 12:50,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/6/2020 12:33,9/6/2020 13:06,18,Nursing,,,"Baby B nursed (7m left, 11m right)",,Mom
9/6/2020 12:28,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/6/2020 10:03,9/6/2020 10:27,20,Nursing,,,"Baby B nursed (16m right, 4m left)",,Mom
9/6/2020 8:53,9/6/2020 8:59,6,Nursing,,,Baby B nursed (6m left),,Mom
9/6/2020 6:41,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/6/2020 5:54,9/6/2020 6:03,9,Nursing,,,Baby B nursed (9m right),,Mom
9/6/2020 3:30,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/6/2020 3:08,9/6/2020 3:48,31,Nursing,,,"Baby B nursed (13m left, 17m right)",,Mom
9/6/2020 0:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/5/2020 23:55,9/6/2020 0:26,22,Nursing,,,"Baby B nursed (9m right, 13m left)",,Mom
9/5/2020 20:32,9/5/2020 20:59,27,Nursing,,,Baby B nursed (27m left),,Mom
9/5/2020 20:29,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
9/5/2020 19:51,,,Bottle,1.5,Milk,Baby B drank 1.5 oz of milk,,Dad
9/5/2020 18:05,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/5/2020 17:40,9/5/2020 18:03,20,Nursing,,,"Baby B nursed (13m right, 7m left)",,Mom
9/5/2020 14:44,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/5/2020 13:55,9/5/2020 14:40,43,Nursing,,,"Baby B nursed (17m left, 26m right)",,Mom
9/5/2020 11:39,9/5/2020 12:12,25,Nursing,,,"Baby B nursed (12m right, 13m left)",,Mom
9/5/2020 10:09,9/5/2020 10:20,11,Pumping,4.5,oz,"4.5 oz Expressed (2L, 2.5R) (11m)",,Mom
9/5/2020 9:40,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/5/2020 9:01,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/5/2020 8:30,9/5/2020 8:57,20,Nursing,,,"Baby B nursed (9m left, 11m right)",,Mom
9/5/2020 5:54,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/5/2020 5:32,9/5/2020 6:07,29,Nursing,,,"Baby B nursed (16m right, 13m left)",,Mom
9/5/2020 2:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/5/2020 2:34,9/5/2020 2:52,18,Nursing,,,"Baby B nursed (9m left, 9m right)",,Mom
9/4/2020 23:24,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
9/4/2020 23:02,9/4/2020 23:32,20,Nursing,,,"Baby B nursed (11m right, 9m left)",,Mom
9/4/2020 20:03,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/4/2020 19:11,9/4/2020 19:57,32,Nursing,,,"Baby B nursed (15m left, 17m right)",,Mom
9/4/2020 15:11,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/4/2020 14:30,9/4/2020 15:06,26,Nursing,,,"Baby B nursed (15m right, 11m left)",,Mom
9/4/2020 11:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/4/2020 11:05,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/4/2020 11:01,9/4/2020 11:24,15,Nursing,,,"Baby B nursed (10m left, 5m right)",,Mom
9/4/2020 8:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
9/4/2020 8:06,9/4/2020 8:37,23,Nursing,,,"Baby B nursed (16m right, 7m left)",,Mom
9/4/2020 5:24,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/4/2020 5:04,9/4/2020 5:32,18,Nursing,,,"Baby B nursed (8m left, 11m right)",,Mom
9/4/2020 1:28,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/4/2020 1:04,9/4/2020 1:33,21,Nursing,,,"Baby B nursed (16m right, 5m left)",,Mom
9/3/2020 20:52,9/3/2020 21:00,8,Nursing,,,Baby B nursed (8m left),,Mom
9/3/2020 20:14,9/3/2020 20:22,8,Nursing,,,Baby B nursed (8m right),,Mom
9/3/2020 19:33,9/3/2020 19:38,5,Nursing,,,Baby B nursed (5m left),,Mom
9/3/2020 19:31,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/3/2020 18:33,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/3/2020 18:24,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/3/2020 17:57,9/3/2020 18:17,15,Nursing,,,"Baby B nursed (11m right, 3m left)",,Mom
9/3/2020 15:32,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/3/2020 15:09,9/3/2020 15:41,23,Nursing,,,"Baby B nursed (17m left, 6m right)",,Mom
9/3/2020 12:21,9/3/2020 12:25,4,Nursing,,,Baby B nursed (4m left),,Mom
9/3/2020 12:18,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/3/2020 10:36,9/3/2020 11:11,31,Nursing,,,"Baby B nursed (18m right, 13m left)",,Mom
9/3/2020 8:41,9/3/2020 9:12,22,Nursing,,,"Baby B nursed (10m left, 12m right)",,Mom
9/3/2020 8:39,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
9/3/2020 6:06,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/3/2020 5:26,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/3/2020 5:07,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/3/2020 5:05,9/3/2020 5:42,27,Nursing,,,"Baby B nursed (10m right, 17m left)",,Mom
9/3/2020 1:32,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/3/2020 1:15,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/3/2020 1:12,9/3/2020 1:45,24,Nursing,,,"Baby B nursed (11m left, 13m right)",,Mom
9/2/2020 20:08,9/2/2020 20:35,22,Nursing,,,"Baby B nursed (17m right, 5m left)",,Mom
9/2/2020 20:08,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/2/2020 18:27,9/2/2020 18:52,25,Nursing,,,"Baby B nursed (15m left, 10m right)",,Mom
9/2/2020 16:37,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/2/2020 16:06,9/2/2020 16:26,18,Nursing,,,"Baby B nursed (12m right, 6m left)",,Mom
9/2/2020 14:18,9/2/2020 14:42,21,Nursing,,,"Baby B nursed (13m left, 8m right)",,Mom
9/2/2020 14:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/2/2020 11:49,9/2/2020 12:25,33,Nursing,,,"Baby B nursed (15m right, 18m left)",,Mom
9/2/2020 11:46,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/2/2020 10:08,9/2/2020 10:20,12,Pumping,5.5,oz,5.5 oz Expressed (12m),,Mom
9/2/2020 9:00,9/2/2020 9:31,25,Nursing,,,"Baby B nursed (11m left, 14m right)",,Mom
9/2/2020 6:17,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
9/2/2020 5:51,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
9/2/2020 5:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/2/2020 5:30,9/2/2020 5:55,18,Nursing,,,"Baby B nursed (13m right, 5m left)",,Mom
9/2/2020 2:58,9/2/2020 3:12,14,Nursing,,,Baby B nursed (14m left),,Mom
9/2/2020 1:48,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/2/2020 1:46,9/2/2020 2:01,14,Nursing,,,Baby B nursed (14m right),,Mom
9/1/2020 20:29,9/1/2020 20:34,6,Nursing,,,Baby B nursed (6m right),,Mom
9/1/2020 20:25,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
9/1/2020 19:27,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/1/2020 19:24,9/1/2020 19:37,10,Nursing,,,Baby B nursed (10m left),,Mom
9/1/2020 18:27,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/1/2020 16:28,9/1/2020 17:04,30,Nursing,,,"Baby B nursed (18m right, 11m left)",,Mom
9/1/2020 15:44,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/1/2020 14:33,9/1/2020 15:02,25,Nursing,,,"Baby B nursed (19m left, 6m right)",,Mom
9/1/2020 14:32,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/1/2020 12:09,9/1/2020 12:41,28,Nursing,,,"Baby B nursed (20m right, 8m left)",,Mom
9/1/2020 12:08,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/1/2020 10:44,9/1/2020 10:55,11,Pumping,5,oz,"5 oz Expressed (2L, 3R) (11m)",,Mom
9/1/2020 9:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/1/2020 9:23,9/1/2020 9:52,20,Nursing,,,"Baby B nursed (14m left, 6m right)",,Mom
9/1/2020 9:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
9/1/2020 4:24,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/1/2020 4:20,9/1/2020 4:38,15,Nursing,,,"Baby B nursed (11m right, 4m left)",,Mom
9/1/2020 0:24,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
9/1/2020 0:07,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
9/1/2020 0:05,9/1/2020 0:38,24,Nursing,,,"Baby B nursed (11m left, 14m right)",,Mom
8/31/2020 20:05,8/31/2020 20:30,23,Nursing,,,"Baby B nursed (16m right, 7m left)",,Mom
8/31/2020 19:29,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 18:11,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 18:08,8/31/2020 18:28,15,Nursing,,,"Baby B nursed (13m left, 1m right)",,Mom
8/31/2020 17:21,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/31/2020 15:37,8/31/2020 16:02,21,Nursing,,,"Baby B nursed (13m right, 7m left)",,Mom
8/31/2020 15:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/31/2020 13:06,8/31/2020 13:49,41,Nursing,,,"Baby B nursed (15m left, 26m right)",,Mom
8/31/2020 13:06,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 10:12,8/31/2020 10:54,31,Nursing,,,"Baby B nursed (20m right, 11m left)",,Mom
8/31/2020 10:08,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 9:34,8/31/2020 9:44,11,Pumping,5,oz,5 oz Expressed (11m),,Mom
8/31/2020 7:56,8/31/2020 8:20,18,Nursing,,,"Baby B nursed (8m left, 10m right)",,Mom
8/31/2020 7:32,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 5:36,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/31/2020 5:25,8/31/2020 5:46,14,Nursing,,,"Baby B nursed (9m right, 6m left)",,Mom
8/31/2020 5:24,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/31/2020 3:01,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 2:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/31/2020 2:40,8/31/2020 3:10,25,Nursing,,,"Baby B nursed (13m left, 11m right)",,Mom
8/30/2020 22:02,8/30/2020 22:13,11,Nursing,,,Baby B nursed (11m right),,Mom
8/30/2020 20:47,8/30/2020 20:59,12,Pumping,5.5,oz,"5.5 oz Expressed (2.5L, 3R) (12m)",,Mom
8/30/2020 20:45,8/30/2020 21:14,29,Bottle,2,Milk,Baby B drank 2 oz of milk (29m),,Mom
8/30/2020 20:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/30/2020 17:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/30/2020 17:06,8/30/2020 17:31,18,Nursing,,,"Baby B nursed (11m left, 7m right)",,Mom
8/30/2020 17:04,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/30/2020 14:55,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/30/2020 14:40,8/30/2020 15:18,25,Nursing,,,"Baby B nursed (14m right, 11m left)",,Mom
8/30/2020 14:39,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/30/2020 10:49,8/30/2020 11:31,42,Nursing,,,"Baby B nursed (19m left, 23m right)",,Mom
8/30/2020 10:48,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/30/2020 9:23,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/30/2020 7:58,8/30/2020 8:38,28,Nursing,,,"Baby B nursed (18m right, 10m left)",,Mom
8/30/2020 7:50,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/30/2020 4:52,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/30/2020 4:28,8/30/2020 5:00,20,Nursing,,,"Baby B nursed (12m left, 8m right)",,Mom
8/30/2020 4:28,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/29/2020 22:11,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/29/2020 22:10,8/29/2020 22:36,22,Nursing,,,"Baby B nursed (11m right, 10m left)",,Mom
8/29/2020 21:11,8/29/2020 21:22,11,Nursing,,,Baby B nursed (11m left),,Mom
8/29/2020 20:47,8/29/2020 20:58,11,Pumping,5,oz,"5 oz Expressed (2.5L, 2.5R) (11m)",,Mom
8/29/2020 20:20,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Mom
8/29/2020 20:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/29/2020 17:35,8/29/2020 18:05,23,Nursing,,,"Baby B nursed (15m right, 8m left)",,Mom
8/29/2020 17:33,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/29/2020 16:00,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
8/29/2020 15:20,8/29/2020 15:43,21,Nursing,,,"Baby B nursed (14m left, 7m right)",,Mom
8/29/2020 13:22,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/29/2020 12:40,8/29/2020 13:20,31,Nursing,,,"Baby B nursed (21m right, 10m left)",,Mom
8/29/2020 12:39,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/29/2020 9:30,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/29/2020 9:06,8/29/2020 9:42,25,Nursing,,,"Baby B nursed (15m left, 11m right)",,Mom
8/29/2020 9:06,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/29/2020 7:05,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/29/2020 6:50,8/29/2020 7:17,20,Nursing,,,"Baby B nursed (13m right, 7m left)",,Mom
8/29/2020 6:50,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/29/2020 4:12,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/29/2020 4:11,8/29/2020 4:32,19,Nursing,,,"Baby B nursed (12m left, 7m right)",,Mom
8/29/2020 1:11,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/29/2020 1:08,8/29/2020 1:34,23,Nursing,,,"Baby B nursed (13m right, 11m left)",,Mom
8/28/2020 21:43,8/28/2020 21:53,10,Pumping,4.5,oz,"4.5 oz Expressed (2L, 2.5R) (10m)",,Mom
8/28/2020 21:40,,,Bottle,1.5,Milk,Baby B drank 1.5 oz of milk,,Mom
8/28/2020 21:04,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 20:16,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 19:53,8/28/2020 20:04,11,Nursing,,,Baby B nursed (11m right),,Mom
8/28/2020 19:52,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/28/2020 18:12,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 17:52,8/28/2020 18:25,27,Nursing,,,"Baby B nursed (16m left, 11m right)",,Mom
8/28/2020 17:51,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 14:57,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 14:15,8/28/2020 14:47,28,Nursing,,,"Baby B nursed (19m right, 9m left)",,Mom
8/28/2020 14:14,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/28/2020 11:30,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 11:07,8/28/2020 11:49,36,Nursing,,,"Baby B nursed (18m left, 18m right)",,Mom
8/28/2020 11:06,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 8:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/28/2020 7:47,8/28/2020 8:21,26,Nursing,,,"Baby B nursed (20m right, 6m left)",,Mom
8/28/2020 7:46,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/28/2020 5:08,8/28/2020 5:29,18,Nursing,,,"Baby B nursed (7m left, 10m right)",,Mom
8/28/2020 5:08,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/28/2020 2:42,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/28/2020 2:39,8/28/2020 3:14,31,Nursing,,,"Baby B nursed (17m right, 15m left)",,Mom
8/27/2020 22:57,8/27/2020 23:25,21,Nursing,,,"Baby B nursed (9m left, 13m right)",,Mom
8/27/2020 22:57,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/27/2020 20:28,8/27/2020 20:37,9,Pumping,3.5,oz,"3.5 oz Expressed (2L, 1.5R) (9m)",,Mom
8/27/2020 20:09,8/27/2020 20:34,26,Bottle,1,Milk,Baby B drank 1 oz of milk (26m),,Dad
8/27/2020 20:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/27/2020 19:10,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/27/2020 18:53,8/27/2020 19:19,18,Nursing,,,"Baby B nursed (14m right, 5m left)",,Mom
8/27/2020 18:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/27/2020 16:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/27/2020 16:24,8/27/2020 16:55,27,Nursing,,,"Baby B nursed (16m left, 10m right)",,Mom
8/27/2020 16:21,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/27/2020 12:03,8/27/2020 12:36,33,Nursing,,,"Baby B nursed (17m right, 16m left)",,Mom
8/27/2020 11:57,,,Diaper,,Poopy+Wet,"Baby B had a poopy and wet diaper (leak, medium)",,Mom
8/27/2020 10:18,8/27/2020 10:54,32,Nursing,,,"Baby B nursed (18m left, 15m right)",,Mom
8/27/2020 10:15,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/27/2020 8:46,8/27/2020 8:56,10,Pumping,3.5,oz,"3.5 oz Expressed (2L, 1.5R) (10m)",,Mom
8/27/2020 8:08,8/27/2020 8:31,23,Nursing,,,"Baby B nursed (17m right, 6m left)",,Mom
8/27/2020 8:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/27/2020 5:31,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/27/2020 5:29,8/27/2020 5:53,22,Nursing,,,"Baby B nursed (13m right, 9m left)",,Mom
8/27/2020 2:53,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/27/2020 2:34,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/27/2020 2:31,8/27/2020 3:04,26,Nursing,,,"Baby B nursed (8m left, 18m right)",,Mom
8/27/2020 0:17,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/27/2020 0:15,8/27/2020 0:39,22,Nursing,,,"Baby B nursed (16m right, 6m left)",,Mom
8/26/2020 21:14,8/26/2020 21:31,17,Nursing,,,"Baby B nursed (6m left, 11m right)",,Mom
8/26/2020 20:15,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
8/26/2020 20:03,8/26/2020 20:23,16,Nursing,,,"Baby B nursed (8m left, 8m right)",,Mom
8/26/2020 19:40,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/26/2020 19:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/26/2020 17:42,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/26/2020 17:18,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/26/2020 17:09,8/26/2020 18:01,36,Nursing,,,"Baby B nursed (18m right, 18m left)",,Mom
8/26/2020 15:03,8/26/2020 15:26,20,Nursing,,,"Baby B nursed (18m left, 2m right)",,Mom
8/26/2020 15:02,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/26/2020 12:59,8/26/2020 13:31,29,Nursing,,,"Baby B nursed (15m left, 14m right)",,Mom
8/26/2020 12:58,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/26/2020 10:19,8/26/2020 10:59,37,Nursing,,,"Baby B nursed (20m right, 16m left)",,Mom
8/26/2020 9:15,8/26/2020 9:27,12,Pumping,5,oz,"5 oz Expressed (2L, 3R) (12m)",,Mom
8/26/2020 7:57,8/26/2020 8:21,22,Nursing,,,"Baby B nursed (10m left, 12m right)",,Mom
8/26/2020 4:54,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
8/26/2020 4:34,8/26/2020 4:51,17,Nursing,,,"Baby B nursed (13m right, 4m left)",,Mom
8/26/2020 4:34,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/26/2020 1:58,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
8/26/2020 0:31,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/26/2020 0:30,8/26/2020 0:56,18,Nursing,,,"Baby B nursed (7m left, 11m right)",,Mom
8/25/2020 21:31,8/25/2020 21:51,20,Nursing,,,Baby B nursed (20m right),,Mom
8/25/2020 20:14,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/25/2020 20:11,8/25/2020 20:42,22,Nursing,,,"Baby B nursed (19m left, 4m right)",,Mom
8/25/2020 17:45,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
8/25/2020 17:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/25/2020 17:30,8/25/2020 18:12,34,Nursing,,,"Baby B nursed (19m right, 15m left)",,Mom
8/25/2020 14:38,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/25/2020 14:06,8/25/2020 14:34,22,Nursing,,,"Baby B nursed (11m left, 10m right)",,Mom
8/25/2020 12:19,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/25/2020 11:16,8/25/2020 11:56,34,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk (34m),,Mom
8/25/2020 9:13,8/25/2020 9:25,13,Pumping,4,oz,"4 oz Expressed (2.25L, 1.75R) (13m)","12 min, both at same time",Mom
8/25/2020 9:05,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
8/25/2020 8:30,8/25/2020 8:58,25,Nursing,,,"Baby B nursed (17m right, 8m left)",,Mom
8/25/2020 8:29,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
8/25/2020 5:38,8/25/2020 5:48,10,Pumping,1,oz,1 oz Expressed (L) (10m),,Mom
8/25/2020 5:16,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
8/25/2020 4:51,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
8/25/2020 4:48,8/25/2020 5:30,35,Nursing,,,"Baby B nursed (12m left, 22m right)",,Mom
